"initpop","tau_I","ts","mean.propinf.boot","lowCI95.propinf.boot","highCI95.propinf.boot","min.propinf","max.propinf","mean.inf","min.inf","max.inf","mean.curpop","min.curpop","max.curpop","mean.alltimepop","min.alltimepop","max.alltimepop","zeroevent","N"
1100000,0.5,1825,0.151241495667188,0.151125891631318,0.151373189737246,0.147307206865562,0.155641332432787,182307.758,177518,187578,1162280.496,1161043,1163292,1205408.29,1204569,1206260,0,500
1200000,0.5,1825,0.151348325228859,0.151240873561179,0.151465312704564,0.147540659359051,0.155635076214621,199022.502,193945,204676,1267946.602,1266649,1269226,1314996.336,1314037,1316007,0,500
1300000,0.5,1825,0.151399089907425,0.151282264733446,0.15151064843092,0.146851659310441,0.156129015041549,215678.022,209178,222326,1373594.866,1372126,1374853,1424566.304,1423471,1425653,0,500
1400000,0.5,1825,0.151356535807911,0.151240686822069,0.151469371187331,0.147756693547756,0.155350992384819,232203.164,226683,238376,1479253.436,1477867,1480886,1534147.15,1533116,1535331,0,500
1500000,0.5,1825,0.151360801725834,0.151248849376426,0.151477050844558,0.147186068184528,0.155379724504768,248796.424,241958,255425,1584914.638,1583445,1586501,1643730.81,1642288,1644939,0,500
1600000,0.5,1825,0.151455227594938,0.151349013170948,0.151566318892609,0.14751006150982,0.154876709297644,265546.962,258617,271576,1690556.314,1688941,1691895,1753303.71,1752225,1754628,0,500
1700000,0.5,1825,0.151369780637108,0.151260889280519,0.151482055873968,0.147146483092944,0.155577440146835,281984.572,274157,289889,1796211.726,1794774,1797657,1862885.642,1861404,1864162,0,500
1800000,0.5,1825,0.15148868784357,0.151382026353283,0.151594667268789,0.148705666189744,0.15497011402897,298806.27,293302,305730,1901854.468,1900560,1903605,1972465.972,1971267,1973897,0,500
1900000,0.5,1825,0.151459809041458,0.151361246892882,0.151560633394096,0.148376051625101,0.154954947169922,315347.804,308886,322771,2007531.09,2006102,2009289,2082055.87,2080649,2083517,0,500
2e+06,0.5,1825,0.151414910910878,0.151318274732222,0.151516560231581,0.148022493184748,0.154960491258805,331849.332,324432,339661,2113218.318,2111061,2114729,2191655.544,2189737,2192983,0,500
2100000,0.5,1825,0.151510263581757,0.151412514252059,0.151605605712518,0.147258790179908,0.154675405493258,348660.738,338860,355931,2218859.96,2217123,2220643,2301235.142,2299991,2302575,0,500
2200000,0.5,1825,0.151531386346598,0.151438357108612,0.151629498309776,0.147607661655302,0.15458837382112,365314.418,355831,372594,2324522.502,2322665,2326238,2410816.77,2409404,2412099,0,500
2300000,0.5,1825,0.151580759956637,0.151482950720915,0.151675545247629,0.148178488418913,0.154484786914458,382042.798,373527,389439,2430176.532,2428618,2432238,2520391.252,2519057,2521751,0,500
2400000,0.5,1825,0.151554235770027,0.151462723799823,0.151644687099166,0.147457977050635,0.154821293958029,398583.686,387822,407265,2535843.482,2534241,2537745,2629973.858,2628506,2631315,0,500
2500000,0.5,1825,0.151534754467125,0.151449328674946,0.151620369307627,0.148567492952071,0.154704174957557,415138.45,407047,423727,2641505.732,2639884,2642810,2739559.566,2737997,2741026,0,500
10000,0.7,1825,0.00445908632890021,0.003934342330894,0.00499545901019245,9.03342366757001e-05,0.0357306040391118,48.8553459119497,1,391,10568.7295597484,10450,10690,10957.6257861635,10873,11070,318,318
20000,0.7,1825,0.00440369800636494,0.0039069622832616,0.00492603123554881,4.53802868034126e-05,0.0403556771545828,96.4920273348519,1,885,21139.8109339408,20956,21315,21916.7334851936,21767,22074,439,439
30000,0.7,1825,0.00499495391899803,0.00444616849091724,0.00560665370153667,3.03232458002305e-05,0.0437382383293875,164.217213114754,1,1441,31707.9467213115,31479,31898,32873.7950819672,32699,33054,488,488
40000,0.7,1825,0.00845486735203491,0.00743671959262091,0.00959904994501948,2.28195883346264e-05,0.0832552077378639,370.59595959596,1,3641,42277.0363636364,42032,42517,43831.0363636364,43617,44037,495,495
50000,0.7,1825,0.0119280272421006,0.0105179713143562,0.0134839592288603,5.47205603385379e-05,0.106466242410943,653.487951807229,3,5822,52847.765060241,52581,53086,54791.6706827309,54558,55026,496,498
60000,0.7,1825,0.0222055019494048,0.0200852608055755,0.0244894793865266,3.04316732855556e-05,0.116630702367565,1459.93574297189,2,7675,63415.2309236948,63125,63730,65749.6325301205,65518,66013,494,498
70000,0.7,1825,0.0284814544642212,0.0260313730989468,0.0312719806477532,0.000573028586312431,0.111176332472411,2184.676,44,8523,73983.76,73675,74273,76708.06,76437,76965,481,500
80000,0.7,1825,0.0379474344951674,0.0347356910454635,0.0412324474891482,7.99826323426913e-05,0.114401659713198,3326.598,7,10041,84550.774,84228,84912,87666.528,87398,87955,455,500
90000,0.7,1825,0.0501501854612285,0.0468289447926384,0.0536547798364011,0.000507480259017924,0.11454709575342,4946.052,50,11320,95118.908,94762,95451,98624.966,98303,98941,408,500
1e+05,0.7,1825,0.0612816771663002,0.0572888373980786,0.0648193829564934,0.000794970668323617,0.115010458817834,6715.286,87,12594,105681.758,105322,106038,109582.506,109262,109902,357,500
150000,0.7,1825,0.098624696440357,0.0963122468903971,0.100931056039688,0.00110793880768739,0.117430264929305,16211.718,182,19277,158513.598,158076,158991,164374.542,163999,164798,101,500
2e+05,0.7,1825,0.109228805819709,0.107818691893224,0.110424883984683,0.00118304815325727,0.12017563498627,23939.352,259,26302,211347.116,210818,211865,219166.662,218721,219633,21,500
250000,0.7,1825,0.111280361839282,0.110146821022231,0.112094834856536,0.00144890510948905,0.120207972270364,30486.152,397,32946,264180.868,263606,264782,273958.186,273459,274470,7,500
3e+05,0.7,1825,0.113196223607369,0.11290676350162,0.113434228432863,0.0604192655246904,0.120805348731196,37213.41,19858,39751,317017.338,316388,317653,328751.21,328199,329307,1,500
350000,0.7,1825,0.113393130288712,0.112816032051944,0.11373202523727,0.00185176008492015,0.119428553548986,43491.21,710,45803,369853.174,369181,370523,383543.17,382965,384172,1,500
4e+05,0.7,1825,0.114071318388682,0.113912179227241,0.114232903226522,0.108953286506537,0.118519567491515,50001.448,47760,51890,422687.718,421958,423414,438334.928,437686,439002,0,500
450000,0.7,1825,0.114221775725718,0.114084935053774,0.11436886220525,0.10857441723276,0.119596848605295,56325.874,53559,58975,475523.134,474767,476285,493127.248,492459,493822,0,500
5e+05,0.7,1825,0.114496922687637,0.114355883924034,0.114636766648671,0.109243084819411,0.11971366865234,62735.088,59936,65574,528357.838,527546,529157,547919.486,547222,548648,0,500
550000,0.7,1825,0.114692818134134,0.114559468190574,0.114823751366248,0.110359556196951,0.11926736378354,69126.786,66454,71902,581194.776,580336,582037,602712.012,601966,603502,0,500
6e+05,0.7,1825,0.114772986538407,0.114640435665585,0.114907496061879,0.110609419040582,0.12021240348753,75463.25,72756,79031,634024.726,633169,635015,657500.36,656745,658188,0,500
650000,0.7,1825,0.114911870914634,0.114782007013632,0.115049062685856,0.110626968535725,0.120006121901665,81850.54,78782,85468,686856.888,685972,687876,712289.74,711596,713228,0,500
7e+05,0.7,1825,0.115091892540197,0.114978298197426,0.115221135767146,0.111125160005318,0.12073274226917,88285.71,85251,92613,739698.568,738569,740754,767088.98,766047,768042,0,500
750000,0.7,1825,0.115141780217267,0.11501424660869,0.115267015460452,0.110427842947825,0.119579279951414,94632.16,90757,98251,792527.686,791643,793478,821875.116,821026,822732,0,500
8e+05,0.7,1825,0.115240955553946,0.115134327539401,0.115360100095982,0.111424509421347,0.119474137292126,101029.108,97654,104783,845370.79,844296,846399,876676.942,875918,877580,0,500
850000,0.7,1825,0.115233016384874,0.115121035017532,0.115349175015443,0.111603548987491,0.119553058231686,107335.794,103975,111362,898204.474,896887,899367,931467.29,930427,932446,0,500
9e+05,0.7,1825,0.115313223670562,0.11520410725546,0.115424172026624,0.112057452463502,0.119307346484999,113729.482,110504,117617,951043.984,949981,952299,986265.83,985352,987228,0,500
950000,0.7,1825,0.115530884020079,0.11542016546953,0.115640841034826,0.111802793868823,0.120192164464182,120272.584,116362,125068,1003866.05,1002996,1004933,1041043.054,1040200,1042000,0,500
1e+06,0.7,1825,0.115485301233647,0.115371404717746,0.115599439020784,0.111675122272531,0.119141175601198,126553.918,122409,130591,1056710.386,1055617,1057953,1095844.382,1094784,1096870,0,500
1100000,0.7,1825,0.115590043442125,0.115482138068031,0.115702196514412,0.111761088598414,0.119217170418327,139333.728,134672,143707,1162362.818,1161167,1163324,1205412.79,1204528,1206239,0,500
1200000,0.7,1825,0.115621333357228,0.115516557623057,0.11571513820646,0.111621939403342,0.119506582899517,152042.07,146767,157160,1268036.55,1266538,1269381,1315000.08,1313933,1315999,0,500
1300000,0.7,1825,0.115713697806732,0.115622113521663,0.115814915138108,0.112245227491,0.119527364755324,164842.286,159883,170310,1373691.522,1372185,1374779,1424570.2,1423428,1425556,0,500
1400000,0.7,1825,0.115740551655763,0.115645308951604,0.115828927508289,0.112749922759739,0.118639162031713,177563.5,172978,181992,1479357.68,1477979,1480646,1534150.96,1533197,1535227,0,500
1500000,0.7,1825,0.11581785783796,0.115721443789452,0.115906434220993,0.113042335510625,0.119427364793958,190374.096,185800,196311,1585017.632,1583659,1586425,1643737.008,1642398,1644941,0,500
1600000,0.7,1825,0.115809315906964,0.115709859390209,0.115902305391786,0.112671877335871,0.11863722149829,203049.678,197464,207954,1690682.348,1689212,1692210,1753310.498,1751934,1754674,0,500
1700000,0.7,1825,0.115838828027297,0.115753565393859,0.115932352912244,0.113021787183687,0.11856565015813,215795.16,210505,220928,1796331.488,1795022,1797821,1862891.268,1861854,1864229,0,500
1800000,0.7,1825,0.115812573417399,0.115720933108645,0.115898845507592,0.113160746184124,0.11872841032026,228436.774,223178,234202,1902000.756,1900672,1903211,1972469.562,1971249,1973778,0,500
1900000,0.7,1825,0.1158332845749,0.115748216730323,0.115921798584096,0.113517254163527,0.118574538215161,241172.304,236366,246818,2007688.128,2005945,2009324,2082063.902,2080698,2083589,0,500
2e+06,0.7,1825,0.115921686442413,0.115830878644911,0.116017555465226,0.112663549824005,0.118613026284992,254061.356,246906,259965,2113365.434,2111782,2114897,2191663.898,2190332,2192839,0,500
2100000,0.7,1825,0.1158840413598,0.115807195917786,0.115961409094916,0.11326474965509,0.118840431043775,266677,260659,273410,2219028.06,2217418,2220513,2301240.412,2299925,2302622,0,500
2200000,0.7,1825,0.115959364175378,0.115882262637667,0.116035150998389,0.113149212971507,0.118600639775311,279557.634,272835,285965,2324693.95,2322876,2325953,2410823.938,2409528,2412252,0,500
2300000,0.7,1825,0.116026122093158,0.115940661296482,0.116111101143119,0.113640980149139,0.118631104495943,292432.648,286443,299046,2430370.796,2428452,2431832,2520403.738,2518899,2521734,0,500
2400000,0.7,1825,0.115894024446483,0.115817244689813,0.115974080244665,0.113431439103395,0.11828845338975,304799.396,298427,310982,2536026.912,2534481,2537514,2629984.14,2628629,2631437,0,500
2500000,0.7,1825,0.115964616012403,0.11589767499229,0.116036916162937,0.113180689365194,0.11865700601959,317692.678,310092,325028,2641689.906,2639929,2643454,2739565.912,2737918,2741501,0,500
10000,0.1,365,0.165455403021514,0.158162189791121,0.172594963356717,9.7904836498923e-05,0.25291981548729,1685.67610062893,1,2577,10108.0314465409,10067,10157,10187.7767295597,10147,10228,75,318
20000,0.1,365,0.14312626866866,0.138735988899078,0.147174555644929,4.89931899465974e-05,0.196743022514347,2916.15489749431,1,4011,20216.7904328018,20148,20290,20374.7767653759,20315,20436,44,439
30000,0.1,365,0.125616465202992,0.122727450430041,0.128364076686667,3.26786706316787e-05,0.167326376394386,3839.12704918033,1,5115,30326.2192622951,30253,30409,30562.1577868852,30487,30639,29,488
40000,0.1,365,0.13072673208874,0.128897480658271,0.132634187877747,2.45314493180257e-05,0.165307526036549,5327.08080808081,1,6730,40434.8242424242,40345,40532,40749.4888888889,40672,40842,11,495
50000,0.1,365,0.123635961780864,0.122058525451677,0.125039769809827,1.96297823057142e-05,0.15006866784383,6297.64257028112,1,7649,50544.2630522088,50430,50648,50937.140562249,50835,51032,7,498
60000,0.1,365,0.128238414935792,0.127502254092441,0.12899359719934,0.105292451749145,0.158240390442031,7838.54417670683,6432,9662,60652.734939759,60540,60760,61124.718875502,61017,61224,0,498
70000,0.1,365,0.122664532915157,0.121942624896441,0.123350093629239,0.10145537141415,0.145928347904183,8747.418,7236,10411,70761.972,70625,70893,71311.954,71196,71429,0,500
80000,0.1,365,0.127177773471457,0.126497824822538,0.127878528024169,0.104334163915109,0.15691616656235,10364.912,8500,12786,80870.208,80725,80996,81499.364,81381,81622,0,500
90000,0.1,365,0.123061269971825,0.122433742039207,0.123675388884683,0.102840438064488,0.152518158221912,11283.158,9428,13985,90980.392,90835,91114,91687.394,91566,91805,0,500
1e+05,0.1,365,0.126845364803508,0.126193111761428,0.127511109226053,0.103968659178383,0.153202139667272,12922.244,10589,15609,101088.07,100916,101229,101873.944,101746,102000,0,500
150000,0.1,365,0.124561290335924,0.123894804168992,0.125145012337647,0.104632363048444,0.14526111932584,19034.418,15985,22202,151633.048,151449,151800,152811.576,152655,152968,0,500
2e+05,0.1,365,0.127175656511077,0.126611764902294,0.127681879686765,0.10977465009913,0.143196978614871,25911.892,22369,29195,202176.538,201963,202388,203748.852,203571,203930,0,500
250000,0.1,365,0.125675231417192,0.125163566105827,0.12614707464373,0.109720821247885,0.140252063569317,32007.724,27955,35733,252721.294,252488,252959,254686.072,254488,254888,0,500
3e+05,0.1,365,0.127697919802407,0.127246169183809,0.128123470479485,0.115558608507924,0.147347310012694,39027.468,35328,45037,303265.684,303011,303511,305623.594,305396,305848,0,500
350000,0.1,365,0.127344088315939,0.126907273296233,0.127801406899356,0.111074335657667,0.14111810926467,45405.922,39600,50323,353811.664,353526,354083,356560.982,356311,356792,0,500
4e+05,0.1,365,0.128482472751144,0.128097733458771,0.128888013133718,0.114534223075205,0.143324777558021,52356.4,46668,58408,404355.746,404045,404637,407498.51,407243,407758,0,500
450000,0.1,365,0.12829211834793,0.127897738127375,0.128678468305085,0.115423714763153,0.141633268936404,58813.65,52910,64955,454901.48,454575,455223,458435.536,458157,458703,0,500
5e+05,0.1,365,0.128058894613854,0.127685612960169,0.128385002195638,0.117788136009028,0.14294548138609,65229.782,60016,72817,505447.716,505078,505775,509373.066,509091,509649,0,500
550000,0.1,365,0.128700137392117,0.128348193289518,0.129049207629298,0.116539642715023,0.139128588733344,72111.966,65308,77987,555990.978,555633,556322,560310.132,560003,560595,0,500
6e+05,0.1,365,0.128538440597877,0.128211028184117,0.12887319552046,0.118753066631775,0.139323617736828,78567.834,72608,85133,606529.292,606107,606916,611240.206,610846,611571,0,500
650000,0.1,365,0.128791221576227,0.12843501938392,0.129157251595191,0.116324585871064,0.141699310478135,85282.468,77027,93833,657073.208,656581,657497,662176.206,661758,662456,0,500
7e+05,0.1,365,0.128529369840945,0.128207455171808,0.128849040285435,0.113813109492655,0.141208018299653,91655.744,81136,100684,707615.462,707219,708019,713111.192,712773,713435,0,500
750000,0.1,365,0.129166557136908,0.128845205085363,0.129466440825162,0.118814577052622,0.140564477293189,98689.338,90764,107416,758158.064,757597,758681,764046.724,763577,764474,0,500
8e+05,0.1,365,0.128924753781883,0.1286294684245,0.129243397398106,0.115132422657829,0.139069297262018,105072.088,93816,113359,808706.492,808265,809097,814987.818,814571,815369,0,500
850000,0.1,365,0.128859623140432,0.128547948990545,0.129149834048254,0.117831383447309,0.139527524864073,111583.31,102056,120818,859255.92,858800,859693,865929.272,865585,866291,0,500
9e+05,0.1,365,0.128995008320651,0.128694922529724,0.129280585786309,0.117144789371496,0.137784980054395,118271.414,107396,126348,909802.588,909417,910267,916868.334,916509,917260,0,500
950000,0.1,365,0.129207525261065,0.128942196279124,0.129477517014647,0.119586533831774,0.137927506335341,125046.796,115738,133457,960340.138,959839,960895,967798.276,967399,968192,0,500
1e+06,0.1,365,0.129001672930365,0.128732935625402,0.12925912895834,0.118844609115069,0.137217081976289,131419.636,121055,139791,1010893.012,1010348,1011314,1018743.552,1018159,1019090,0,500
1100000,0.1,365,0.129117663110599,0.128881167455667,0.129359493102328,0.119760756924823,0.139027124283338,144691.284,134196,155776,1111980.002,1111511,1112571,1120615.676,1120259,1121162,0,500
1200000,0.1,365,0.129161064877647,0.12890355022098,0.129422435825202,0.121514555072463,0.139045568758834,157898.636,148573,169996,1213072.8,1212607,1213583,1222494.042,1222098,1222907,0,500
1300000,0.1,365,0.129167952445943,0.128939070165786,0.12940505006764,0.121882527050189,0.137145437534406,171065.264,161420,181618,1314156.738,1313518,1314659,1324362.904,1323908,1324782,0,500
1400000,0.1,365,0.1291546111918,0.128915035943511,0.129399942359252,0.120226251829586,0.137097746595778,184205.852,171509,195565,1415251.654,1414754,1415829,1426242.942,1425717,1426657,0,500
1500000,0.1,365,0.129247035417582,0.128990751513536,0.129493476993739,0.119319449816394,0.13690811600406,197504.242,182320,209193,1516332.228,1515639,1517007,1528114.48,1527503,1528583,0,500
1600000,0.1,365,0.129320457679172,0.129082020199308,0.129551136192605,0.121852211526723,0.136097861728592,210791.738,198628,221847,1617431.938,1616733,1618173,1629995.366,1629431,1630652,0,500
1700000,0.1,365,0.12916588703065,0.128929475300206,0.129413485829344,0.119877823131137,0.136571671363898,223697.828,207579,236573,1718515.682,1717922,1719194,1731864.448,1731328,1732344,0,500
1800000,0.1,365,0.129132263328833,0.128892751293564,0.129354461452044,0.120601028289972,0.135966990584552,236795.104,221149,249350,1819604.648,1819101,1820205,1833740.352,1833101,1834268,0,500
1900000,0.1,365,0.129193554509524,0.128967752635885,0.129411354916844,0.12209091777931,0.135194953476718,250068.186,236332,261682,1920691.562,1920001,1921463,1935608.752,1935038,1936169,0,500
2e+06,0.1,365,0.129352068838332,0.129116954801816,0.129561515207319,0.120599981151191,0.135425950428149,263553.07,245694,275945,2021784.822,2020996,2022688,2037486.106,2036902,2038243,0,500
2100000,0.1,365,0.129127904244751,0.128915515998879,0.129335580590556,0.12257121529331,0.136183609316023,276251.326,262228,291341,2122872.812,2122035,2123720,2139361.978,2138727,2139971,0,500
2200000,0.1,365,0.129295531488294,0.1290812724663,0.129488322330093,0.122308478221104,0.136337682868731,289781.386,274141,305638,2223955.468,2223154,2224616,2241232.232,2240673,2241790,0,500
2300000,0.1,365,0.129311799688179,0.129120188478757,0.129518044032473,0.121709192795834,0.136673891201746,302991.78,285216,320219,2325050.364,2324390,2325810,2343110.444,2342521,2343687,0,500
2400000,0.1,365,0.1290968114131,0.128903472857729,0.129276909973426,0.12266058010496,0.136420839953947,315638.636,299872,333551,2426134.304,2425462,2426852,2444976.22,2444360,2445510,0,500
2500000,0.1,365,0.129070052956945,0.128874154593759,0.129265315250323,0.121867582356094,0.135491475366453,328722.282,310362,345085,2527223.848,2526323,2527931,2546851.808,2546186,2547430,0,500
10000,0.3,365,0.0294082551072292,0.026314363947273,0.0321323978152453,9.7904836498923e-05,0.0985487350460875,299.619496855346,1,1005,10110.6698113208,10065,10153,10187.8113207547,10147,10228,279,318
20000,0.3,365,0.0290866769336788,0.0267627474359385,0.031408480270665,4.89715964740451e-05,0.0797215140223573,592.603644646925,1,1626,20221.291571754,20151,20291,20374.8200455581,20315,20436,291,439
30000,0.3,365,0.0342590378652637,0.0324091083880458,0.0359718457523147,3.26786706316787e-05,0.0652138346258303,1047.06147540984,1,1993,30331.6495901639,30259,30413,30562.2110655738,30487,30639,200,488
40000,0.3,365,0.0401521353423876,0.0385652960058877,0.0416444763880062,2.45314493180257e-05,0.0626304801670146,1636.2303030303,1,2550,40442.1797979798,40346,40544,40749.5414141414,40672,40843,126,495
50000,0.3,365,0.042103276546621,0.0409578049293128,0.0432407720387236,1.96278558530266e-05,0.0564726666012366,2144.66666666667,1,2877,50552.3333333333,50441,50656,50937.2309236948,50835,51032,62,498
60000,0.3,365,0.0449747429879787,0.0440635825325469,0.0458261596041632,3.27171601504989e-05,0.0598026218883488,2749.07630522088,2,3654,60662.6385542169,60552,60772,61124.8112449799,61017,61224,33,498
70000,0.3,365,0.0442015839464974,0.0435220135814001,0.0448563533012482,0.0019506307975133,0.055359246171967,3152.108,139,3948,70772.8,70652,70904,71312.04,71196,71429,19,500
80000,0.3,365,0.0459110704880222,0.0453700495692459,0.0464081142630232,0.00180474389824682,0.0557293391724629,3741.752,147,4543,80882.854,80753,81001,81499.484,81381,81622,9,500
90000,0.3,365,0.0447660237350261,0.0442399314821867,0.0452087772826456,3.26840109818277e-05,0.0563053242052937,4104.482,3,5165,90994.262,90844,91126,91687.512,91566,91805,6,500
1e+05,0.3,365,0.0461043881932269,0.0457258651928884,0.0464368083862516,0.00353374233128834,0.0557884711681018,4696.828,360,5682,101103.85,100925,101241,101874.078,101746,102000,3,500
150000,0.3,365,0.0455260535628991,0.0453006173634822,0.0457598102542484,0.038350108235725,0.052920998193197,6956.914,5864,8084,151657.052,151460,151824,152811.788,152655,152968,0,500
2e+05,0.3,365,0.0465498966356357,0.0463242918473552,0.0467742105684046,0.0384605944579437,0.0538821346709793,9484.508,7835,10978,202207.95,201976,202410,203749.146,203571,203931,0,500
250000,0.3,365,0.0461088377663187,0.045909168144304,0.046299332516956,0.0407081730391772,0.0528516572828571,11743.282,10370,13461,252760.594,252517,252986,254686.422,254490,254888,0,500
3e+05,0.3,365,0.0465805981702759,0.0464206604388873,0.0467435307410055,0.0405103803963662,0.0533504361882448,14236.132,12379,16304,303312.952,303035,303567,305624,305397,305848,0,500
