"initpop","tau_I","ts","mean.propinf.boot","lowCI95.propinf.boot","highCI95.propinf.boot","min.propinf","max.propinf","mean.inf","min.inf","max.inf","mean.curpop","min.curpop","max.curpop","mean.alltimepop","min.alltimepop","max.alltimepop","zeroevent","N"
350000,0.3,365,0.0465846456652707,0.0464054039704409,0.0467632554042632,0.040647077465875,0.0529286038853578,16610.302,14493,18870,353865.478,353572,354130,356561.456,356311,356792,0,500
4e+05,0.3,365,0.0468332969976733,0.0466735829075075,0.0469946762971119,0.0411212935889637,0.0541668814100912,19084.518,16764,22071,404417.716,404111,404706,407499.004,407243,407760,0,500
450000,0.3,365,0.0470264080504727,0.0468758647077735,0.0471718578560929,0.0411706814645738,0.0521840238919539,21558.6,18867,23921,454969.446,454642,455282,458436.062,458157,458703,0,500
5e+05,0.3,365,0.0469655254556474,0.0468189677165609,0.0471114909601159,0.0415351083883129,0.0526015090146248,23922.99,21153,26792,505521.934,505168,505850,509373.652,509091,509650,0,500
550000,0.3,365,0.0469390792683713,0.0467969517347128,0.0470798551165786,0.0426575722856949,0.0524429979051351,26300.47,23903,29390,556073.688,555717,556406,560310.742,560005,560595,0,500
6e+05,0.3,365,0.0471445156604693,0.0470145416276967,0.0472733796061219,0.0432403168481363,0.0516854925263737,28816.672,26437,31591,606618.524,606254,607039,611241.316,610890,611530,0,500
650000,0.3,365,0.0471052011090813,0.0469724184470146,0.0472495494321361,0.0428441148227109,0.0514726524648855,31191.994,28373,34103,657168.968,656730,657614,662176.848,661826,662546,0,500
7e+05,0.3,365,0.0471613337436109,0.0470256801201581,0.0472876117576628,0.0427914060955068,0.0511663062714379,33631.336,30511,36487,707718.798,707331,708147,713112.248,712742,713446,0,500
750000,0.3,365,0.0470660751146706,0.0469344334534352,0.0472009766580064,0.0427864446346181,0.0520734082318573,35960.718,32698,39787,758268.606,757769,758733,764047.688,763627,764431,0,500
8e+05,0.3,365,0.0471913921118157,0.0470654765750973,0.0473095285402958,0.0438499091470125,0.0514064277361318,38460.462,35740,41893,808824.094,808431,809271,814988.952,814603,815348,0,500
850000,0.3,365,0.0471323402028666,0.0470130147989752,0.0472485423497733,0.042126777559021,0.0510223174994052,40813.304,36482,44174,859380.372,858900,859809,865929.988,865571,866291,0,500
9e+05,0.3,365,0.0472298920250397,0.047116755199191,0.0473510160326541,0.0437317943231551,0.0515118961276918,43303.642,40100,47231,909934.552,909501,910418,916869.422,916484,917233,0,500
950000,0.3,365,0.0471113376341591,0.0469975017594806,0.0472307294810802,0.0436435108256244,0.0508245192456697,45594.326,42234,49196,960479.664,960042,960981,967799.292,967391,968198,0,500
1e+06,0.3,365,0.0471428417427017,0.0470213180449416,0.0472523621574679,0.0435682977625021,0.0507822624349096,48026.502,44392,51726,1011038.926,1010503,1011478,1018744.436,1018183,1019102,0,500
1100000,0.3,365,0.0473289513546685,0.0472170785307573,0.0474561344316094,0.044304644745344,0.0510803923248244,53037.64,49643,57246,1112140.692,1111618,1112663,1120617.02,1120229,1121094,0,500
1200000,0.3,365,0.0472105261337494,0.047105924416475,0.0473117013212535,0.0437466561736646,0.0504460115784704,57714.634,53476,61676,1213249.184,1212784,1213854,1222495.296,1222074,1222990,0,500
1300000,0.3,365,0.0472450037720094,0.0471331287522328,0.0473569188827926,0.0435822022539784,0.0505404750381847,62569.626,57717,66940,1314349.09,1313692,1314886,1324365.112,1323899,1324828,0,500
1400000,0.3,365,0.0472306540923706,0.0471243977677403,0.0473418634566116,0.0435345564874558,0.0507569049036332,67362.424,62101,72393,1415457.034,1414965,1415992,1426243.878,1425750,1426678,0,500
1500000,0.3,365,0.0472764337771282,0.0471678404766502,0.0473806007715612,0.0438200989705674,0.0513281692307189,72243.876,66954,78422,1516556.688,1515768,1517075,1528116.41,1527525,1528592,0,500
1600000,0.3,365,0.0472808429866514,0.0471862056693624,0.0473826340478839,0.0440692106901745,0.0509377028580825,77067.63,71837,83020,1617672.74,1617016,1618247,1629997.222,1629360,1630527,0,500
1700000,0.3,365,0.0472613015739572,0.0471697859807578,0.047355564319926,0.0445664871057392,0.0505284687110953,81850.274,77181,87505,1718764.708,1718278,1719464,1731866.602,1731417,1732425,0,500
1800000,0.3,365,0.0473205657438825,0.0472309323405729,0.0474202170842901,0.0443836653193112,0.0519610837223507,86773.752,81398,95280,1819868.944,1819218,1820443,1833743.086,1833184,1834198,0,500
1900000,0.3,365,0.0472898327713525,0.0471961589333319,0.0473901058274588,0.0444855467438196,0.0502069227701825,91534.716,86104,97200,1920973.702,1920233,1921784,1935610.728,1935001,1936405,0,500
2e+06,0.3,365,0.0472747681886941,0.0471858248077198,0.0473635262461825,0.0445527644504472,0.0505011044862115,96321.738,90780,102901,2022081.36,2021431,2022938,2037487.426,2036920,2038275,0,500
2100000,0.3,365,0.0473546429675306,0.0472659912266872,0.0474472020879261,0.0448996838419097,0.0507449263954574,101308.842,96060,108564,2123189.032,2122573,2123833,2139364.466,2138835,2139936,0,500
2200000,0.3,365,0.0472966897762809,0.0472058917415985,0.0473914776588461,0.0445811868176981,0.0507330204744278,106002.972,99908,113717,2224287.142,2223488,2224992,2241234.69,2240621,2241839,0,500
2300000,0.3,365,0.0473154473465586,0.0472175821785804,0.0473914863707085,0.0443093574560505,0.0506451760228679,110865.434,103803,118654,2325395.78,2324571,2326129,2343112.58,2342526,2343702,0,500
2400000,0.3,365,0.047195246192572,0.0471176988566408,0.0472758938907702,0.0437629128217879,0.0502891164044775,115391.304,107011,122950,2426492.546,2425657,2427110,2444977.48,2444281,2445545,0,500
2500000,0.3,365,0.047268863274777,0.0471861511663253,0.0473643982811287,0.044583166474288,0.0502153792992418,120386.91,113556,127882,2527598.614,2526879,2528249,2546854.18,2546291,2547454,0,500
10000,0.5,365,0.00899836100940679,0.00779704979279508,0.0101595787046629,9.7904836498923e-05,0.0556646377380719,91.6792452830189,1,567,10110.9402515723,10067,10157,10187.8081761006,10147,10228,315,318
20000,0.5,365,0.0101304857730642,0.00907276183485413,0.0111495735633773,4.89931899465974e-05,0.0501373626373626,206.394077448747,1,1022,20222.0592255125,20151,20291,20374.8200455581,20315,20436,411,439
30000,0.5,365,0.0120423777585331,0.0109917599620273,0.0131076680541688,3.269042170644e-05,0.0404546645702306,368.034836065574,1,1235,30332.9569672131,30259,30412,30562.2315573771,30487,30639,392,488
40000,0.5,365,0.0153795471815329,0.0142634657809889,0.0164873955872933,2.45314493180257e-05,0.0402051986941901,626.70303030303,1,1638,40444.0787878788,40348,40551,40749.5474747475,40672,40843,339,495
50000,0.5,365,0.0187057048676285,0.0175558368810619,0.0198863189454884,1.96278558530266e-05,0.0362464127059009,952.833333333333,1,1844,50554.6746987952,50448,50666,50937.2489959839,50835,51032,248,498
60000,0.5,365,0.0212921596039152,0.0201818735882783,0.0222162417830263,3.27171601504989e-05,0.0357604410345335,1301.4718875502,2,2186,60665.5702811245,60551,60779,61124.8393574297,61017,61224,188,498
70000,0.5,365,0.0231085979393012,0.0222551002023657,0.0239719258957763,8.41514726507714e-05,0.035136157867444,1647.906,6,2507,70776.06,70648,70903,71312.072,71196,71429,133,500
80000,0.5,365,0.0253587376780967,0.0244822081928557,0.0261767772439401,0.000896299388551924,0.0350670399292766,2066.756,73,2856,80886.292,80761,81005,81499.514,81381,81623,85,500
90000,0.5,365,0.0257242931691854,0.0250116609574178,0.0263986840207221,3.26840109818277e-05,0.0351610684772998,2358.6,3,3221,90997.688,90848,91128,91687.54,91566,91805,63,500
1e+05,0.5,365,0.0276093338541542,0.0270228978403463,0.0281830361110102,0.00071588981180924,0.0348573392918529,2812.692,73,3549,101107.486,100947,101249,101874.114,101746,102000,36,500
150000,0.5,365,0.0285259505849085,0.0282153894563216,0.0288034357263655,0.00158303406139817,0.0332956039857893,4359.088,242,5089,151662.244,151474,151840,152811.816,152655,152968,8,500
2e+05,0.5,365,0.0293940280189823,0.0291736525391862,0.0295780165078358,0.0023748889837536,0.0338910696761531,5988.998,484,6907,202215.99,201983,202422,203749.214,203571,203931,2,500
250000,0.5,365,0.0293845779786492,0.0292556856157745,0.0295108799126544,0.0245818878984195,0.0342209053627141,7483.854,6257,8720,252769.674,252532,252990,254686.482,254490,254888,0,500
3e+05,0.5,365,0.0298459233696378,0.0297328409056476,0.029952386710069,0.0255176159564444,0.0350920229345945,9121.636,7799,10729,303323.468,303058,303573,305624.08,305397,305848,0,500
350000,0.5,365,0.029737241753695,0.0296267048253334,0.0298493813125706,0.0258315104604857,0.0339999775540666,10603.156,9211,12118,353876.868,353578,354153,356561.556,356311,356792,0,500
4e+05,0.5,365,0.0299302028271262,0.0298270926205214,0.030027111213357,0.026441717791411,0.0335372512066981,12196.534,10775,13667,404430.478,404130,404725,407499.116,407243,407760,0,500
450000,0.5,365,0.0299943740978981,0.0298961635060995,0.0300981415369351,0.0261584601123289,0.0333724419476962,13750.512,11993,15303,454984.384,454665,455281,458436.152,458157,458703,0,500
5e+05,0.5,365,0.0300145686154361,0.0299263785082837,0.0301104333302627,0.0269684050187654,0.0333907421845082,15288.624,13739,17003,505537.97,505189,505871,509373.792,509091,509650,0,500
550000,0.5,365,0.030078665911201,0.0299894713198745,0.0301698078754978,0.0259789156626506,0.0328505588736135,16853.4,14559,18404,556091.868,555740,556435,560310.908,560005,560596,0,500
6e+05,0.5,365,0.0300451008970215,0.0299572122153245,0.0301392311114665,0.0273478267981875,0.0338136991768194,18364.812,16718,20674,606639.502,606269,607051,611241.476,610924,611528,0,500
650000,0.5,365,0.0300430811574276,0.029955032602677,0.0301374780749698,0.027030129471541,0.0331835517124193,19893.842,17896,21970,657191.912,656701,657594,662177.084,661771,662486,0,500
7e+05,0.5,365,0.0300383106971766,0.0299624945341413,0.030119949181877,0.0277063599933234,0.0327974357680077,21420.696,19753,23391,707744.226,707320,708154,713112.622,712729,713438,0,500
750000,0.5,365,0.0301168858254605,0.0300397141354817,0.0302045871868028,0.0277002508207967,0.0333691958933442,23010.768,21160,25495,758295.734,757814,758772,764048.35,763655,764436,0,500
8e+05,0.5,365,0.0300585137242712,0.0299725645564733,0.0301348413567728,0.0277648594823492,0.0326450718225942,24497.378,22627,26601,808854.186,808437,809308,814989.64,814573,815361,0,500
850000,0.5,365,0.0300824117052103,0.029997864660205,0.0301609490288166,0.0274709095884906,0.0331640312827691,26049.268,23790,28717,859411.112,858979,859842,865930.39,865608,866256,0,500
9e+05,0.5,365,0.0301826775009518,0.0301087939678738,0.0302582449911074,0.0278888936133561,0.0332541541790452,27673.578,25580,30491,909967.36,909533,910480,916869.836,916506,917239,0,500
950000,0.5,365,0.0301715483272542,0.0300987370444463,0.0302407689838169,0.0274631117211498,0.0328065294889979,29200.034,26571,31758,960513.858,960060,961083,967800.126,967381,968234,0,500
1e+06,0.5,365,0.0300934393063742,0.0300204809930854,0.0301684911676045,0.0266380187807897,0.0327120421315551,30657.526,27139,33318,1011074.88,1010542,1011491,1018744.51,1018228,1019074,0,500
1100000,0.5,365,0.0301829091897028,0.0301107853439047,0.0302612880393904,0.0282908864465858,0.0323751953175544,33823.494,31711,36280,1112180.004,1111668,1112691,1120617.118,1120230,1121102,0,500
1200000,0.5,365,0.0301418093770403,0.0300711620141983,0.0302123218577115,0.0277975224018551,0.0322076681340721,36848.23,33984,39376,1213291.358,1212780,1213904,1222495.786,1222075,1223002,0,500
1300000,0.5,365,0.0302265335619879,0.030162644938078,0.0302914173717174,0.0280843565068095,0.0323010780616937,40030.966,37197,42780,1314393.218,1313791,1314937,1324365.13,1323845,1324784,0,500
1400000,0.5,365,0.0301787506346756,0.0301189379624458,0.0302400214772236,0.0282519987405533,0.0331876045198136,43042.254,40288,47331,1415504.3,1415035,1416060,1426243.6,1425748,1426695,0,500
1500000,0.5,365,0.0302168358599561,0.0301548964487609,0.0302755617691839,0.0284193387101419,0.0323808701205563,46174.834,43426,49486,1516607.306,1515988,1517180,1528116.128,1527588,1528560,0,500
1600000,0.5,365,0.0301490465956854,0.0300881193724869,0.0302093752831807,0.0280608770864388,0.0324995674087601,49142.856,45744,52965,1617723.72,1617114,1618343,1629997.15,1629438,1630702,0,500
1700000,0.5,365,0.0301630705263444,0.0301007699128161,0.0302254768882523,0.0283664521612013,0.032696486006599,52238.414,49132,56643,1718820.91,1718220,1719400,1731866.542,1731377,1732388,0,500
1800000,0.5,365,0.0301308965581818,0.0300725087867481,0.0301910702310346,0.028258173452926,0.0319387620430249,55252.338,51813,58564,1819930.778,1819314,1820732,1833743.704,1833206,1834249,0,500
1900000,0.5,365,0.0302456086072134,0.0301810606681466,0.0303040230188887,0.0281327914875238,0.0320708835805073,58543.724,54454,62079,1921029.418,1920252,1921758,1935610.49,1935055,1936301,0,500
2e+06,0.5,365,0.0301618744149336,0.030106396808135,0.0302204293659983,0.0281330801987643,0.031869117273895,61454.464,57318,64931,2022143.512,2021369,2023054,2037488.21,2036833,2038243,0,500
2100000,0.5,365,0.0302083152346258,0.0301564669926412,0.0302653936092642,0.0283593489975804,0.0324356032101408,64626.634,60667,69395,2123250.636,2122640,2123948,2139365.458,2138856,2139952,0,500
2200000,0.5,365,0.0302099506478406,0.0301540457350204,0.030267845158431,0.0284766648684129,0.0323524804981479,67707.616,63818,72500,2224356.012,2223536,2224953,2241235.708,2240665,2241738,0,500
2300000,0.5,365,0.0302003897851879,0.0301492742843735,0.0302522916812266,0.0275260562701061,0.0320121951219512,70762.904,64499,75012,2325460.972,2324656,2326182,2343112.388,2342453,2343692,0,500
2400000,0.5,365,0.0302051819284068,0.0301481926472689,0.030261501962636,0.0281916729507486,0.0324324479073155,73851.042,68938,79301,2426564.28,2425821,2427254,2444978.826,2444335,2445493,0,500
2500000,0.5,365,0.0301736234136461,0.0301200890216217,0.0302316184529409,0.0284292735098945,0.0321132598040852,76847.814,72407,81790,2527671.916,2526842,2528398,2546854.066,2546174,2547467,0,500
10000,0.7,365,0.00478135173196225,0.00424024609265498,0.00542714176449605,9.7904836498923e-05,0.0383596585892279,48.7138364779874,1,391,10111.0440251572,10068,10157,10187.8113207547,10147,10228,317,318
20000,0.7,365,0.00464286336825175,0.00413853459449448,0.00515788473309911,4.89931899465974e-05,0.0338908234832508,94.5876993166287,1,691,20222.30523918,20151,20291,20374.8246013667,20315,20436,434,439
30000,0.7,365,0.0050968154300905,0.0045972350853528,0.00561410602764574,3.269042170644e-05,0.0300936538083699,155.768442622951,1,919,30333.4282786885,30263,30412,30562.2274590164,30487,30639,472,488
40000,0.7,365,0.0071369238163316,0.00644892604919539,0.00787106703229549,2.45332548269179e-05,0.0288638539135557,290.828282828283,1,1176,40444.604040404,40348,40550,40749.5535353535,40672,40843,432,495
50000,0.7,365,0.00858772662718571,0.00782609480078034,0.00936825844651667,5.88593066373678e-05,0.0263075231663264,437.44578313253,3,1340,50555.6124497992,50448,50665,50937.2590361446,50835,51032,397,498
60000,0.7,365,0.0117888543178802,0.0110197941148193,0.0125470612412983,3.27171601504989e-05,0.028319018404908,720.592369477912,2,1731,60666.5120481928,60552,60780,61124.8413654618,61017,61224,306,498
70000,0.7,365,0.0132460333299683,0.0124138385605129,0.0140791467795113,0.000616652418258518,0.0268916054962175,944.572,44,1916,70777.162,70656,70909,71312.068,71196,71429,256,500
80000,0.7,365,0.0147450468428771,0.0139442019223201,0.015619361621538,8.59612928578446e-05,0.0274416435531774,1201.728,7,2236,80887.868,80760,81007,81499.526,81381,81623,220,500
90000,0.7,365,0.0161856773852384,0.0154526247809225,0.0169411598523046,0.000545440661510434,0.0257906215921483,1484.028,50,2365,90999.692,90850,91137,91687.552,91566,91805,157,500
1e+05,0.7,365,0.0175286304360859,0.0167628510361518,0.0182160066781717,0.000854499381224586,0.0270609952476336,1785.676,87,2756,101109.298,100934,101256,101874.13,101746,102000,130,500
150000,0.7,365,0.0207512757356148,0.0204215372482269,0.0210897035833112,0.00119081891700908,0.0255478752651009,3171.06,182,3903,151664.336,151475,151828,152811.852,152655,152968,26,500
2e+05,0.7,365,0.0219825020330363,0.0217465838480843,0.0221978623902989,0.00127187102540305,0.0253829278706707,4478.92,259,5172,202218.962,202001,202429,203749.238,203571,203931,8,500
250000,0.7,365,0.0219428323077189,0.0217319017187791,0.0221062152230022,0.00155818873315724,0.0251929535144052,5588.534,397,6414,252773.324,252537,252997,254686.504,254490,254888,4,500
3e+05,0.7,365,0.0223755290475061,0.0222866152685673,0.0224652688122401,0.0193083045345062,0.0255724853668192,6838.494,5900,7816,303328.296,303066,303588,305624.112,305397,305848,0,500
350000,0.7,365,0.0223468290571303,0.0222161371125159,0.022454624832106,0.00199081421497429,0.0252164274389303,7968.02,710,8986,353883.384,353593,354162,356561.596,356311,356792,1,500
4e+05,0.7,365,0.0225165938545005,0.0224348749850623,0.0226043404289194,0.0199952398128314,0.0257400131056131,9175.496,8149,10488,404437.982,404144,404725,407499.168,407243,407760,0,500
450000,0.7,365,0.0225230256632942,0.0224490867346963,0.0226015772537841,0.0203936520123191,0.0255775721474608,10325.376,9350,11731,454992.596,454681,455288,458436.224,458157,458703,0,500
5e+05,0.7,365,0.0225966236369114,0.0225268683185561,0.022664378147514,0.0200611769695018,0.025433162849598,11510.122,10218,12954,505547.204,505205,505874,509373.87,509091,509651,0,500
550000,0.7,365,0.0226542621774714,0.0225913361569863,0.0227178799233592,0.0205382663711983,0.0251317418466336,12693.432,11511,14088,556101.864,555753,556443,560311.012,560005,560596,0,500
6e+05,0.7,365,0.0226166740147833,0.0225502757431304,0.0226837023644431,0.0205116039364217,0.0246500184846512,13824.248,12537,15069,606649.756,606299,607116,611241.482,610935,611529,0,500
650000,0.7,365,0.0226946788652071,0.0226286872957209,0.0227656624365273,0.0205165222486326,0.0247576480536345,15027.9,13586,16396,657202.646,656755,657617,662177.218,661805,662470,0,500
7e+05,0.7,365,0.0227082907763982,0.0226465015213178,0.0227702460267588,0.0209358759941177,0.0246013239424375,16193.574,14934,17545,707755.276,707319,708151,713112.894,712742,713439,0,500
750000,0.7,365,0.0226913863034815,0.0226302854491957,0.0227478648364817,0.020241219315869,0.0250861022130101,17337.294,15465,19171,758306.63,757854,758776,764047.352,763669,764425,0,500
8e+05,0.7,365,0.0227190920645376,0.0226626189645181,0.0227768374554988,0.0207408498055239,0.0245401483503267,18515.818,16904,19996,808865.824,808433,809278,814989.402,814568,815366,0,500
850000,0.7,365,0.0227221494309103,0.0226670523037529,0.0227762876074558,0.0208545768861677,0.0242094068660677,19675.798,18059,20966,859423.512,858946,859866,865930.3,865575,866303,0,500
9e+05,0.7,365,0.0227943693514419,0.0227374319676294,0.0228538518235245,0.020812956002412,0.0246426526327271,20899.468,19087,22593,909980.278,909533,910519,916869.862,916475,917279,0,500
950000,0.7,365,0.0228357975203383,0.0227805177694611,0.0228933655269326,0.0209493771611279,0.0251622680648804,22100.5,20272,24357,960528.53,960053,961081,967800.706,967382,968209,0,500
1e+06,0.7,365,0.0227753444054079,0.0227152754231909,0.0228347833665274,0.021003978182325,0.0251582635665001,23202.258,21399,25633,1011089.062,1010540,1011537,1018744.526,1018238,1019098,0,500
1100000,0.7,365,0.0227919639528796,0.0227441826497281,0.0228374915993502,0.0213073898157476,0.0246645936567324,25541.064,23879,27635,1112195.672,1111641,1112687,1120617.156,1120233,1121070,0,500
1200000,0.7,365,0.0227886228310932,0.0227389155239151,0.0228365783399556,0.0202941934217468,0.0242052773737793,27859.002,24813,29591,1213309.22,1212843,1213905,1222495.96,1222076,1222983,0,500
1300000,0.7,365,0.0228410817366658,0.0227946673323437,0.022888427040705,0.0211771172964328,0.0247349743262869,30249.952,28046,32752,1314413.642,1313768,1314988,1324365.786,1323856,1324816,0,500
1400000,0.7,365,0.0228818566881162,0.0228281936636959,0.0229325892341553,0.0208838421726431,0.024699495085834,32635.106,29787,35226,1415526.656,1415008,1416106,1426243.766,1425769,1426640,0,500
1500000,0.7,365,0.0228146088351742,0.0227673399220826,0.0228630540160874,0.0210489049203329,0.0245060633626303,34863.37,32165,37446,1516630.946,1516118,1517232,1528116.14,1527646,1528619,0,500
1600000,0.7,365,0.0228273780983738,0.0227799915309405,0.0228731052966821,0.0211652544842135,0.0245054850663853,37208.578,34504,39941,1617748.034,1617126,1618262,1629997.844,1629335,1630628,0,500
1700000,0.7,365,0.0228340349327093,0.0227898510023036,0.0228820911446112,0.0212520245866379,0.0244385908590143,39545.512,36805,42325,1718848.398,1718317,1719715,1731866.812,1731376,1732513,0,500
1800000,0.7,365,0.022820297905535,0.0227792971345348,0.0228653273714033,0.0213489243455947,0.0240780996238121,41846.572,39144,44151,1819959.37,1819438,1820619,1833743.42,1833247,1834255,0,500
1900000,0.7,365,0.0228144616548788,0.0227694370472817,0.022861626792579,0.0212491255769642,0.024176944899236,44159.92,41129,46796,1921064.916,1920401,1921759,1935610.826,1935079,1936128,0,500
2e+06,0.7,365,0.0228452023906671,0.0228067004433214,0.0228865156136324,0.0214843069335361,0.0246755707578754,46546.844,43770,50267,2022176.042,2021550,2023051,2037488.556,2036902,2038209,0,500
2100000,0.7,365,0.0228664135001316,0.0228226601465592,0.0229091253702024,0.0215092469659854,0.0242468711151822,48919.612,46010,51882,2123286.316,2122612,2123998,2139364.92,2138787,2139932,0,500
2200000,0.7,365,0.0228669758663737,0.0228243658235927,0.0229084997839033,0.0212821687874911,0.0243011126874927,51250.272,47694,54469,2224393.714,2223648,2225097,2241235.084,2240639,2241769,0,500
2300000,0.7,365,0.0228672965027187,0.0228235127111023,0.0229077212597735,0.0214514514728133,0.0247466752257099,53580.656,50260,57980,2325504.124,2324800,2326367,2343113.284,2342364,2343691,0,500
2400000,0.7,365,0.0228586684212042,0.0228179121999742,0.0228948252788769,0.0214979652257926,0.0242679809403055,55888.972,52557,59334,2426605.57,2425817,2427274,2444979.338,2444348,2445490,0,500
2500000,0.7,365,0.0228855235097052,0.0228426590582402,0.0229247089031297,0.0216112935094669,0.0242354550365587,58286.118,55049,61731,2527713.1,2527005,2528392,2546855.22,2546238,2547469,0,500
